N,P,K,temperature,humidity,ph,rainfall,label
97.50509947178665,33.25319974120012,38.91069660841178,25.928350828750084,72.42265700844588,6.252924495154296,193.08106982783616,jute
42.332116849232754,55.76733029074252,51.28912538598818,22.902837308048223,92.68113574001163,6.629459272222476,227.69581403331827,papaya
28.59436771434234,70.6473814335275,20.25030551385861,30.656314984640872,61.64677612630078,6.442661759628904,61.008835971509434,blackgram
-4.726486832376192,133.87659998438596,191.57204839736534,23.275665565533927,78.66642512533892,6.212601913389194,66.24969399820584,grapes
107.31779065969825,75.82687247750397,51.191847683463095,27.941808874613912,81.47270680813267,5.889610500742806,93.84676980275069,banana
33.677047533693916,60.57544711575493,23.369633129199073,24.042151401327942,60.37217724215128,7.254499326029758,53.54669574966831,lentil
70.98703380928514,56.02301583264962,18.175217171589996,25.543437702775655,59.623321982332165,6.083165682854549,67.3129152349294,maize
67.93306994467383,58.9125180760424,39.8229930954325,22.59751541654407,82.08845665372733,5.518727499512735,267.549161695756,rice
78.5526156413308,27.25621276148123,28.52860419812147,23.75789796034734,52.428916015737414,6.003219571681996,180.21204882713138,coffee
23.415703517572204,14.618437225617022,41.94023173912147,24.831551067125087,87.38151723933211,6.848523384367081,114.35811368116099,pomegranate
94.5743514191994,38.7784754195537,38.50530292786104,24.611791154968035,81.39808146507033,5.648729769787839,285.3188833347821,rice
130.36688134066338,32.7202602536508,18.16819407944883,23.607507150702045,82.15478788720324,6.866629497591425,61.76759265974532,cotton
122.99265654502265,70.40757678526914,58.02385866417242,25.56962015488037,85.05678648934841,6.418754888176304,111.89006133122777,banana
83.99518401133736,40.87167330272982,42.309602421172514,23.18300088188113,86.31704287599638,6.529879690736194,151.66556636484447,jute
20.358650665407282,67.14378247908613,15.906967963229238,18.4552428841557,60.83683174811097,6.193725543899276,49.102669407721734,lentil
118.96095748551839,24.324037060686376,52.792997330523725,29.884570145183154,93.56898404185051,6.414595942183551,18.437283995331484,muskmelon
29.821790095095615,24.61568432159614,24.91789241655848,34.281176702554056,44.77698229364768,6.120729145310536,91.86349020002501,mango
22.10329211918563,33.951029179124866,20.94773894360817,31.229674651151694,60.02339066870737,5.65871909363287,66.00850878837758,mothbeans
104.61223909871323,63.717119039867136,18.130704973410843,23.206868937724305,77.54540134970122,6.076507464636816,89.07914457926492,cotton
69.79061766225591,59.901313622775106,36.89657884647161,25.027758025745317,81.36353159157089,5.420132450757879,221.25914221857502,rice
37.9633439109104,27.254536304077185,28.11028911008653,26.52197480844605,93.50280487807804,5.713905210614011,227.6909695590298,coconut
47.39888162084496,65.11873238996458,14.051721522221236,27.206288638740144,67.9398982769398,6.686171290757498,77.28761555950713,blackgram
54.98940623371159,63.79056503648855,74.87693866299215,20.574866720364653,17.1315839629578,8.628804714076912,76.34437834738796,chickpea
29.63681443750966,57.12643706353461,17.50121082169752,21.20589183498505,23.129347947632347,5.721490144476777,132.22470675722178,kidneybeans
106.5517657921734,22.741455800431154,25.688688404165276,23.76745242457053,62.464492403009395,6.450329720217875,150.86918464034275,coffee
99.00293014627155,27.913365607074475,50.898414380627216,26.539270660415802,86.67274063155891,6.785766593230494,41.39109798785717,watermelon
12.084141582403772,69.2486789985621,12.84584103028191,25.853779086598948,68.72325388964404,7.384822656914854,41.458800528879195,lentil
3.780506936045998,38.65960266241056,17.38891070245221,24.14589983085291,59.91745015437989,9.002573150051024,42.53891967159288,mothbeans
119.98202129508964,32.37201807161811,27.8235168415354,24.835304240241562,66.42504635472706,6.716799240680386,119.66280089186013,coffee
30.734319346094026,57.494180619921934,19.374823995617618,20.426992641096497,66.70447131748973,7.285356417312422,46.332895275999796,lentil
37.867115666603354,55.65988049957049,16.28940082373579,32.60340494489236,34.772246480871445,4.406502123379248,140.8381628077418,pigeonpeas
80.21402768810049,38.91753391210202,40.499709023514555,26.677849182190386,76.22180763695995,6.176059583701347,165.2748526288217,jute
3.0304397217728454,15.955279943656143,12.798981850165505,16.47295946851396,95.52358882495855,6.557262977982442,114.79394337094708,orange
36.91685774132701,24.04659622976782,29.100888929024137,29.498715902838065,51.515775533684874,6.998787782992219,99.59548823317023,mango
88.96226832067316,52.02165434392114,37.787324791090505,23.072387956555037,83.99224138356345,7.435829077843883,198.80466394246244,rice
109.73751154257361,58.36004806321594,20.039466821503133,22.064260331705867,76.49547268713025,6.70346477058989,93.94444004588688,cotton
27.857364174696016,146.4451272587035,201.03186434244355,19.02577419283855,81.30241626782845,6.542441707496707,67.66719800457533,grapes
88.01056219448238,44.446425797959215,42.04710219295774,23.251404445879576,86.97909450078497,6.575485257586028,179.9477039322767,jute
114.59986430234633,20.206401123043413,59.89435680252319,29.153085314130593,91.00032042690036,6.194563838020681,29.639117720491324,muskmelon
49.13577552302962,59.03961270900851,25.986058155529292,29.637288160743573,64.09021055262409,6.659584275386074,65.76454167756347,blackgram
19.127098743160648,132.7166721660977,193.52466970102816,22.17308904492822,85.13694622375853,5.73637324756781,61.82150590949001,grapes
33.07812813779503,43.31222189607167,19.573992048506728,24.717109183387834,47.858836168200284,8.48766687574911,66.60204811787749,mothbeans
34.12779013354263,75.25742232134502,12.719753826936865,25.712801976861712,69.5071738992204,7.434858402869877,48.77468471333146,lentil
55.75192122822261,54.39135709877694,11.670390044585114,31.080902293650965,62.9342746531453,7.187785897455112,70.57903510351149,blackgram
6.801691051703493,52.75732556354332,17.641954307917636,27.500591991511136,47.71082177306454,5.389981477638786,51.20032415325352,mothbeans
16.352439503926277,136.2984321593484,207.45933943736327,24.02064847461721,81.07053716803755,6.460146031179152,77.8660434004362,grapes
102.69148000055897,95.26246082428112,42.678779055359485,28.59202416976439,78.97565015132184,6.421490314689179,105.95309218317911,banana
118.67970646160391,88.70768036256898,51.46331208560385,25.418517981572343,79.40322661881078,6.193244054151474,101.95526720350452,banana
2.406935857186647,144.97542548587995,199.89561558055686,21.854566161391983,91.22340044883376,6.299252076280814,115.3467100161287,apple
34.65231907942399,10.225233681623058,33.41424712137115,27.93288356208404,47.60405660066347,5.2340703878593,99.54050687566297,mango
103.59876244832107,73.07310429893498,46.67216989217698,25.81421828905856,82.842438188994,5.608174268429356,98.00728853912987,banana
9.835583658661765,135.1285375091615,200.32878419452274,22.113545327695924,90.94927655128913,5.699156378581444,105.374287371643,apple
62.70159606483126,44.687596053885436,25.636183217667675,24.762086457172735,66.56989971903627,6.440992970084907,90.56503857276282,maize
5.436589177051122,144.72689058000307,198.89548367041965,23.286955472374103,96.33188421561906,6.086137046786247,113.2879558298978,apple
68.04094793418852,53.76271929679579,16.665516466704954,20.49236457706798,57.08372148088938,6.443660900781342,63.6173091946454,maize
88.51320035043355,80.75028059855812,56.284498862767414,28.620450472725427,76.7878166584456,6.4040442179340795,114.86492250310297,banana
123.68161368058654,15.17971636993586,58.50764697748634,24.234442737375318,82.46522499700149,6.812797792553421,45.91310387063754,watermelon
36.16032295434353,15.765135860265996,33.88623653889665,26.006004677963823,90.68372484449331,5.553536740426442,198.43837241491497,coconut
80.08061079669798,26.084542984255737,37.11501937613053,27.00935204201493,68.21699744296286,6.957699618249587,116.20109138828087,coffee
17.01412314259061,50.4221028464889,13.918096049169318,30.27450562349183,56.64092221395231,8.434879319051824,47.92044433484949,mothbeans
54.40255091591747,74.64319469472782,23.731763826994204,32.15573659508016,61.16936441026668,7.578140154361574,61.08060579346333,blackgram
12.648573932325418,135.68590585765318,205.1954715485526,17.50027128018978,82.27703877846378,6.323960864913974,63.6565917884139,grapes
21.346066592458072,64.14756813503921,15.404010015361788,29.9924018779627,61.60051013967704,6.770906421046762,75.38864704614659,blackgram
96.92462510124666,68.11418077778234,46.79108437972466,25.727051279452297,86.11821047001536,6.20217887343295,86.68212056303582,banana
11.058124548705926,20.565862722357373,9.327466421566843,18.210442113972828,91.9803208356611,7.852733475969008,116.47584492068103,orange
85.60536054058477,8.479267667524226,53.7484429799075,24.291666795260518,84.2069454712303,6.128704827357005,48.032056729079876,watermelon
116.45351261754716,19.130201217847357,27.47435752386926,27.184979803627474,63.9920975028935,6.764670786145688,186.51237300569588,coffee
17.82993784013,57.10326002301865,19.5534973380442,19.162908437476883,47.79622645349372,6.607155087583763,194.30772679036465,pigeonpeas
60.5215755810937,34.37337831895219,47.45409257411225,24.36478453303746,82.47611092059653,5.408323273689322,220.30242466424383,rice
101.58696765420488,44.04056089697955,34.286103821702184,27.24845614729695,56.352944377512934,6.81078014525695,173.65975933149696,coffee
37.28401662935848,64.59309447938966,17.988477452709486,20.057714834259126,66.17455266703188,7.087943925446926,48.34904057003945,lentil
71.33167309979758,30.015237325146174,34.801126494130095,24.799420550809298,82.89660719119247,5.144710090010721,183.35691582520542,rice
30.74846294089481,123.93716943450468,197.41432589234572,22.60434177416268,94.56413921278511,5.656242137959239,108.47939676466981,apple
122.61316399535048,10.948479599114512,47.92013224163208,29.33610897323456,90.20956183554222,6.7492115159887955,32.4154992162268,muskmelon
26.07294837895592,28.964053245782356,35.2526481361533,28.00001159515262,93.11286588466777,5.706132783215194,160.45350252819242,coconut
20.53659331481664,9.785998477534175,22.333857464866178,29.082935146875098,96.15399022631082,6.441512206821119,132.53782983732415,coconut
8.077211563607797,6.564734052082771,12.540751834757842,17.10107621810417,93.28082975941605,8.1018628008839,104.95736737183124,orange
21.120633900512352,66.36077919065765,20.231284570713903,18.949480294382468,49.02328074345328,5.672616483113506,175.77059121817575,pigeonpeas
18.722861407281712,125.15054311013675,204.5327448810555,23.184377787879356,94.4554021581526,6.126044782583183,111.40508303605286,apple
31.78101702118985,119.36428479510286,208.18134116365928,11.237449918534882,82.57503702390142,6.122822956619963,68.49814982585329,grapes
31.38221000131812,61.65308494130709,79.71004009264925,18.609672900928828,13.787270301834502,6.32981807772198,88.08840258050337,chickpea
6.519121620768257,17.975482254130192,39.88314082811956,20.588331656370375,88.8792899853679,6.382818633204794,106.76732897657088,pomegranate
25.612429028539943,39.18470899283035,24.894524887342822,24.65102769730928,54.969443527217464,7.852099017034195,47.30412393762204,mothbeans
47.76707634982789,60.47586962419253,76.95655791135076,20.117520511801843,19.848080315664497,7.570689340917237,89.27049057866697,chickpea
21.853329270033722,76.59851253319093,20.54658730381421,19.795776088156998,21.41563433161263,6.029499243513259,66.37057234503524,kidneybeans
17.328056070584793,17.544170166130666,32.18639838220017,23.2006289129899,95.05891712097826,6.4952284636971855,106.72974481327547,pomegranate
108.74476394265047,93.92364539078856,50.168070972719754,29.607694597956957,76.57873883163795,5.848581239110675,99.95225542245889,banana
2.9293949869750975,57.932909979294564,16.28295205549555,17.484079782545496,23.555429437493622,5.722244740048271,80.93593923951437,kidneybeans
14.634767452418648,36.69504422213122,21.652952973791905,29.487200146009965,91.07370317504203,6.99637254531525,59.5221072426865,mungbean
111.97375372485362,37.622266728934434,35.885078004275854,27.217769192455904,67.86999154384284,6.651683257829826,174.90774000338988,coffee
9.47299022335707,65.10993358754462,19.414116508387607,35.135149320735266,29.255335488816634,6.471497490079928,162.00707374746636,pigeonpeas
33.520528406052996,58.995557510619676,20.32057601084754,22.931375754682307,23.14750611867328,5.692530128507488,84.20218315885937,kidneybeans
26.815589541992164,38.834048900733364,24.467667205504664,25.65950312020141,55.41393183639107,7.882058782944628,47.81015868137042,mothbeans
61.45260256720449,48.440046865741024,15.58841234960541,21.663198129217157,57.741817103475974,6.801263573351577,66.99699905250607,maize
32.74163961037109,21.883668549529766,30.718205518329544,29.556467431698643,48.340098119539434,5.638881539725226,95.4815433934727,mango
6.205264461072058,133.49177540549476,199.25980879810447,22.232357900228326,92.19163539169175,6.061538795734322,120.75892470186263,apple
8.561332765623897,32.12874829491505,25.91384196612108,30.464948012525287,47.262987393993335,4.62607139038094,91.37260783292659,mango
40.496597874859226,5.809852830832711,8.54700676791484,25.34175467070323,92.83843612471513,7.472764108862504,104.05601303794892,orange
25.45898176206575,75.89297999626352,24.02019272131834,15.542094732599374,24.211805920948585,5.7580321084326895,137.60586334992706,kidneybeans
19.105614049730956,74.41153278254862,14.979004452088928,32.04712627791888,67.44027040984945,7.7343298393209245,60.99613338047815,blackgram
119.40279302597658,90.43443872520982,49.40782031437952,28.952285104648205,82.4507589444776,6.313330456317701,112.39743131502637,banana
74.92748808338277,62.7054894212188,25.21005206657563,26.6082288288452,61.039941267046274,6.285639339039565,87.14459623931668,maize
63.0105345606883,44.31743869301709,40.40308407949956,25.180356802890383,86.41530503157907,6.185085784262982,184.92870893704088,rice
-3.5640568976374762,70.43332205530737,23.348891747315133,20.533837456659825,56.819394369655704,4.759001946428624,174.64706323463804,pigeonpeas
76.74316638002779,44.639706855095646,43.93129260267792,22.135183622026894,77.63767012643875,6.982962041718929,159.7807944747314,jute
53.426563498604885,48.49765576512084,46.214424176563355,24.367299263746457,91.75508315931496,6.576199143483071,218.40035494445266,papaya
36.376679765893606,62.487523485726385,19.517531774305326,29.52856556070202,62.35403542967266,7.5434953294739175,61.29874036897376,blackgram
45.25580605664949,78.5238464212965,15.221024986854282,27.45312210839618,68.34330647037667,7.4376491271906815,60.53284780166556,blackgram
127.53948119300216,45.26307583117739,14.293674320687558,23.21044653730494,74.78495229434748,6.3090113027791235,71.83545639639684,cotton
67.07111700482895,48.42659853259295,50.94521747161669,36.604639453548565,90.26697130364745,6.95915519608658,176.69604323626646,papaya
13.46338646621256,53.236642781183804,12.882950652979462,28.658759814168747,45.81916463379578,6.015828073682892,71.35200518214857,mothbeans
21.61915824159554,30.540259035187162,21.739436608332372,25.74959280981064,94.17889863788197,6.157130344505455,193.11166200456327,coconut
97.09424594689968,75.99143539491574,54.39561809614487,27.600350179547668,75.66084364555327,5.651032054267736,122.18902924324499,banana
11.775848604763281,61.23436453434922,25.643672010531052,17.376489793377264,71.1288209947248,7.628265375540423,48.382475645127485,lentil
0.2886805927144538,19.268907554716833,34.3510650284618,25.51316900700855,91.21687378390513,5.804605422366391,113.03973889238543,pomegranate
-3.195004916860812,14.544491216836969,12.097286152032016,30.10402473794901,94.78378743078753,7.362890552936975,110.67912436557155,orange
23.179939451153164,33.80541706491961,9.321735610025462,21.96685152538484,92.27136501449768,6.271149347744776,114.01640473119306,orange
14.90469571808605,124.94589097914022,199.76996313911602,19.720936583698016,79.3993101237311,5.915780554226834,78.43158915525149,grapes
116.62736666589144,26.200334713731316,31.895139194884962,25.69328955825294,50.94624666555808,6.75550384200673,194.87087487427587,coffee
40.88209836707112,58.27331928666377,10.720821861891213,30.103600953712576,66.0699613459457,7.374921901097563,68.59120177494121,blackgram
13.226051012667819,62.750197933456555,18.877956468478303,23.638002809975355,67.8017744748293,6.903293106485668,42.80022111224714,lentil
29.365533569623587,72.9031333755235,85.42828544926579,19.34330000025292,17.351510929825043,6.3283588279999625,72.98171754341442,chickpea
35.037398595026005,8.21195738262851,24.70718712166599,27.84845022837109,98.45317976986098,5.6368684970953105,156.50257376034347,coconut
44.27610699195838,43.62105324857573,45.99398053340754,39.43133822278747,94.55498450991657,6.502979347929791,216.3450924960586,papaya
6.889486967689559,18.7301650773939,33.48964615729116,32.57751425136348,52.30037306141834,6.04236009229314,100.00552813413486,mango
26.716733975255565,140.1794960721299,197.03559923346245,24.280295066396484,90.14584065312384,5.617436198627327,102.9139257313649,apple
25.64678161932907,32.08478582782344,38.91549043797912,24.200152492361013,93.92743077314708,6.199680032173109,166.59512511823445,coconut
26.058432127392514,8.915264845213237,40.79464108260004,21.449481778490714,95.10231025425074,7.032681426151956,109.6024434143046,pomegranate
31.601533348865377,73.67582411465678,16.451280784524773,34.707819945961866,62.540311136703686,7.927454510697453,64.48690059960879,blackgram
11.375103401363315,21.48746905619568,46.38327007805208,21.05548647233576,94.28502971768725,6.057768852332133,107.83443629671007,pomegranate
75.02182336583944,35.78480022301815,40.276918864224754,20.26641150877939,81.43173055237695,7.668736605951698,248.25799401039257,rice
51.01642803886977,77.69853112407846,16.37990145494025,29.694990138375275,61.505854020724136,7.322160299425547,71.11284871152012,blackgram
44.458952496733986,68.70433929148106,82.99316608429727,17.45588232467518,16.807193057371745,7.453091841179523,83.2709562717581,chickpea
29.75659426322121,53.00474370913222,18.97290071512516,29.446238528450333,88.49883132165918,6.720810773718128,47.39170965620113,mungbean
5.547767678308551,6.009806754085544,10.866414880754895,13.996093137442012,93.1238129677469,7.806600182671453,105.77629215412459,orange
101.31337532839514,34.07572101226708,26.207919603287802,28.15742698241537,49.18940796460404,7.074116873124605,139.93056246403808,coffee
37.972455508579635,121.96901139719024,206.62632117257857,20.228143851330437,79.19726669949608,6.066203547962445,71.50745785422835,grapes
96.26839482278712,85.21970579549537,49.1086669250972,27.244577124978484,81.41570100450414,6.350064912022079,92.53378102259849,banana
37.60114409604001,71.27349659470258,10.115936176712893,20.60217919197868,62.32080781107693,6.368237609416476,50.290718280659675,lentil
28.86947364641373,33.393850227050336,22.997365373709016,33.17638932071802,54.959412731028614,6.136907197431458,91.02757423561215,mango
89.1329986322906,10.117146060112486,44.83556108357413,24.509911490933614,84.63011509016502,6.465947309853546,48.41520889267476,watermelon
4.064232838053385,19.274086038581913,37.73717063272761,18.13080444536526,86.9664722079551,5.857870428345559,104.65073918475855,pomegranate
29.565834987176103,126.92715891761573,198.1155800088003,41.058977997085876,82.60332209226317,5.490494570733012,70.4746517782738,grapes
96.04907736770537,26.38255595037304,55.0659815557439,26.004445913498728,80.5395565069248,6.778465730650124,46.007595283568364,watermelon
17.130631051116303,72.65310995697183,27.503793919526608,24.614372333484805,62.14240465495423,7.555859742526116,66.28057257568577,blackgram
97.08471878519288,32.36354163870315,27.51996132325821,26.326340932424735,68.13174293201877,6.860062438464536,158.74220134245346,coffee
11.536339901894891,57.250865247847315,15.349786319690052,20.246882271110692,22.40603836639032,5.62429876735579,69.48377223093884,kidneybeans
29.933460274003433,131.73785221760937,201.28046859213975,21.824479907299686,92.99588553591208,5.640288750527103,125.04341908965884,apple
21.58440517554748,64.83988243481193,23.70393784696518,26.715288408716713,67.18143552666326,6.727112206932693,63.45806817680953,blackgram
88.2931239307411,16.579643150679352,28.809543533215198,24.651453027360184,65.82350957982966,7.214647385677505,179.10627906821065,coffee
37.58410881190393,136.46613627612538,194.13944342394683,26.266596387464258,83.485822576318,6.124059662389619,74.13523611702574,grapes
65.86672223501577,61.978394903709244,42.37804723724156,25.641550584958956,80.45270778691307,5.7670656286675985,182.89685719347688,rice
34.63389249108215,51.08834115284754,22.13087871567592,26.18114828661234,83.7643914112866,6.774818438573657,50.40857915454845,mungbean
80.82048609960462,40.22629723305099,30.899147343464307,27.556867737241053,55.21314800566692,6.16710086559281,141.4992923620204,coffee
59.787330219601586,46.14127047282562,44.733029431141276,42.068755321302696,89.31158910788847,6.611790600125831,91.43134134037427,papaya
84.94761411635811,26.87862621604172,25.4507705931982,22.378634680771427,54.75127057624256,7.037176847697106,170.69658070383144,coffee
106.2419077212262,51.749906917725646,21.872480618292983,23.984756874371428,77.98296070763777,7.121915514642656,89.94232182834857,cotton
31.36362201443373,71.20013472485118,88.96986885514112,19.777330406598416,16.279984152034874,6.543472688479016,92.43716014367732,chickpea
49.01449137752903,64.0013102939683,42.71638726468465,27.432256334881203,90.32999344475377,6.692471979759022,145.01366647330053,papaya
9.33374916914729,7.78461924940696,7.908001683492993,23.12536361633276,95.36564757212895,5.946873033599596,105.05933015757671,orange
25.97538747156326,84.4839395326752,16.95902079788937,23.333454258412193,17.826608727220215,5.5875454281503005,101.486119894376,kidneybeans
69.34156967899762,46.06434885237652,17.230315422040153,21.296914280703852,60.636112766324715,6.505743001374482,68.74959187855112,maize
90.19400323542786,53.22637118046364,43.77125697366931,19.880704652675558,84.78336015740102,6.641807955495365,234.03361473989082,rice
58.84523234623473,57.14540217791185,51.207310848656164,25.442563285232286,92.15447572173308,6.777026240601216,240.77276635497182,papaya
4.907408625698201,18.714351723018563,34.43183891887399,21.86993067239478,90.80983952501477,5.999279243331604,110.19100893175536,pomegranate
12.212701809884901,74.2674748418553,27.87220964441925,16.10528505836758,19.72195921378397,5.898109376814013,88.01479685200528,kidneybeans
11.08952969311239,54.43974666635192,16.853170216861642,28.87073105323963,67.52359402006444,7.225095743753246,43.93350758504903,lentil
5.590661407278482,50.13959111500438,17.483986346008336,30.096071512770017,61.76280032666914,3.340351808457748,66.1258754934173,mothbeans
2.9429591212535104,39.54719887846375,23.34893472385439,23.29621902921646,58.834377083469086,8.84535825729175,38.447567837878964,mothbeans
64.60820846463564,62.07588030787656,48.64058868020356,27.699331086507843,92.1580420924948,6.707660315943366,145.50517171132486,papaya
120.20614458959693,52.87869984231476,21.927945671418097,23.423214536328306,75.71180788233282,8.169029125143128,79.83151158982051,cotton
107.67427881155521,18.778956661891407,48.69279631593146,27.140107872472193,84.64203101094506,6.133980119058352,35.90457663881712,watermelon
30.805077310704238,51.52843977755682,14.492668340960044,24.47593769351139,55.654978777477545,9.383719616026148,42.80980016040031,mothbeans
70.9859464490192,41.81358664382815,33.25989829698349,22.573032837118532,82.16715354117373,7.159927445519022,258.1056552362987,rice
34.73456045595921,25.950508789902866,35.90377061234921,27.781940192103786,96.53546753968982,5.79970823253394,145.92939014980504,coconut
11.617921985914414,135.4283811107236,199.75329974477452,16.79332963081818,81.46368062715715,5.6372659193897015,79.04060433104371,grapes
31.26608135958553,23.624224739292536,36.44569149777417,23.582972224734686,91.646674811871,6.167277195766149,112.31022646924461,pomegranate
14.503762940565686,6.870937654304101,11.750014078733628,20.98822200800145,91.37008749336827,6.225822134624837,97.866220030232,orange
23.154331551435433,21.50095979737148,27.22744831732698,27.604959794589853,96.60908614601503,6.08978295104429,194.17489631323198,coconut
10.61477639254338,54.45092263394451,16.09802889715842,28.97684397126286,57.7073146610754,8.375498980505267,48.667297515265645,mothbeans
6.150142260797855,143.8876740195875,197.6886889850526,29.690604119801762,81.22500505088394,6.17800839267342,66.18545511731317,grapes
89.85921818154394,62.23869059381863,36.28634673642225,23.96232144659092,83.40045097477447,6.051903947179359,163.35650782757494,jute
107.77091051516913,32.38866737798324,32.89504030939733,24.255157207185164,62.37722711954271,6.730945899344227,189.38496567867026,coffee
2.218035347311675,137.66695003924616,195.0589046059817,21.94810794067542,91.68526285184164,5.976298936512296,119.57331904515918,apple
4.56131992065599,27.42750492435163,34.09322546911744,28.83278844454261,54.53271332518655,6.293400273266766,93.68746844257046,mango
67.7431628274457,38.187748984631945,42.216706956703796,26.736604749733267,85.73865557432656,5.872929430685651,189.23735875873507,rice
39.76292891043002,32.48877031079139,30.259748922450793,26.544563921499826,54.97136765010221,6.604573929640603,98.2307147226355,mango
25.433940875429165,61.460068255640046,18.57453330485111,34.36321920916557,52.433603059038035,4.805989952658423,177.9956976791495,pigeonpeas
31.634386575948227,12.405558869584443,26.380701060351942,28.833689206523218,94.30889644759569,6.489903913956246,134.27603614566613,coconut
34.13188742954586,21.633595142701186,28.041985047775455,28.730387293801325,95.49557222241341,6.004044751520084,146.83850423536734,coconut
17.690950325969375,33.67074291652979,26.494332357136592,32.01151918532619,51.85872915609074,5.899388158123884,103.0298764231467,mango
25.958602625183506,69.93065873248847,16.83107006619965,23.73946692144037,21.53338041106213,5.933670865348322,111.17379669634916,kidneybeans
88.14279086066861,11.38006488862574,45.53250471685462,26.067040318895376,82.93780594686473,6.805048837815498,49.01781522884008,watermelon
85.335804379091,40.32295721509983,40.54984124770443,23.866055386591547,87.76020362186001,6.717343533778008,181.46594943647855,jute
81.63479705009787,34.11440387706889,42.1615053493475,23.77888666383561,86.58731308899873,6.237646642826563,152.51607958890693,jute
24.509560829129686,9.415980489043038,36.42429778743135,25.39048526402496,91.93676656905949,5.931430459095864,109.2830184301662,pomegranate
85.26120682732963,10.870502658787697,49.13113704394991,28.69661705289465,88.83213078118071,6.558466119482373,30.302705949536897,muskmelon
46.524792918053286,68.72467871624505,48.52187316758395,39.44772465539765,90.92982864639619,6.784977367754855,100.03643995970651,papaya
92.22227238352535,23.527730597206617,27.324341812838348,26.022773982223708,56.53418500432598,7.403512984970037,195.48980720726865,coffee
31.23915988932553,69.23860623654407,18.00856074394079,17.03822209462183,23.7743576602131,5.90562867489709,77.32847517768982,kidneybeans
66.50278206073038,46.20520286620102,22.852823407346698,23.598046612704042,74.08396054885759,5.793694116012693,92.13180966006244,maize
79.55340035498779,40.00237884342345,39.8155281491905,24.029490532096865,88.35250501716926,6.523869403820471,148.15990372073824,jute
32.47613831230999,56.568232984821364,45.95785142360899,42.270748746345944,95.27496367908468,6.741648292530202,210.23640942233519,papaya
61.16529090584431,49.096365724940384,39.032818624377505,25.34182747660297,79.609170258245,6.9259086968307315,181.3190730661465,jute
10.391158841833763,14.530098311354646,25.28390164393755,33.997326400557895,46.99778719214575,6.30322957623488,95.75628603955204,mango
60.77351216732503,59.555559584228234,41.438318204433436,22.614082333875828,83.30847229775621,7.719142233212806,266.6792910367022,rice
20.210390605237404,21.941504633459076,34.36185392383952,32.49257847429521,43.6433200390956,5.756744538155924,98.36380981418493,mango
109.2829690815128,34.77987765132583,53.968774526340624,25.65294085061673,83.02107190092106,6.2989055561116665,46.275209255428926,watermelon
64.44066579874512,39.81523660297752,20.002546302203275,18.529177124181015,69.50109555927212,6.593186724061078,79.81431117414166,maize
40.266082127397276,1.5910517959396842,24.65573849965731,29.191965828769487,96.61857935674378,6.002620962426613,164.21539234607673,coconut
96.8292985063537,83.34303270612104,46.164024141324155,28.012812721319715,77.50865585437626,5.5759197154557185,114.68098235384133,banana
103.4283852844128,44.60570354480061,15.28753666958329,23.08695554715031,76.64517699762413,7.785423118645569,95.66479811045483,cotton
33.91999505195802,70.04050149345558,48.07034959087437,40.34815667519129,89.83460534316559,6.532975202697396,236.57810728457596,papaya
104.50865229329045,51.6917477739365,19.232507803456222,25.34694132015314,68.93715026894941,5.717835492426875,71.55359817234273,maize
99.71546792762331,30.04158817689952,25.587058200256465,26.271680405522922,69.62050162596849,6.999854682463513,156.60119563783806,coffee
29.919811857024705,67.55760922426477,25.429328395916706,19.088044631917118,21.498374325451024,5.903067587296295,63.01337488542588,kidneybeans
96.2689382606884,54.909616510052274,35.612530901066265,23.25557603970617,81.97180167271273,6.9380509387863905,183.73162209621236,rice
89.319355646118,51.59705602085114,39.28331852468211,25.180394437567106,73.03303618443287,6.121310220546309,150.39441082712347,jute
7.530945094755944,136.04543176987946,206.47314692277303,30.786365655099807,81.55947382628969,5.895131913361478,69.54852899688294,grapes
8.130937843451536,22.13806573470064,38.66738988243929,24.88846132670573,94.88572286819513,6.199128959194194,100.6722543686979,pomegranate
119.45181578085088,47.83439800885211,18.315035844794384,22.695697763285914,82.46375357342215,6.385262800468777,63.62023826207627,cotton
39.01401459504709,3.9322756611283327,35.1341662810585,24.943223736643937,94.69510723596677,5.845683518873768,148.21200832935662,coconut
57.45074234685676,64.76903096587529,54.12278480964659,36.725920849060486,93.38263505983782,6.84099269589665,107.57837376010951,papaya
77.51754838041578,37.845508377153315,24.84278861794947,25.360885639518987,64.87470096116003,6.169578481757177,74.76818324297028,maize
34.03847394628073,52.064272919262486,23.919116367616123,28.078615791150483,91.634412186778,6.5982380237176965,36.88232648664689,mungbean
24.376963439366875,34.31050147559212,25.07984061781824,32.65635139868676,52.14736337689811,6.211875400587004,103.09129570680973,mango
99.91556439996292,56.44092385356274,43.22080175020012,22.363711606227078,88.75039812028655,6.539952897596387,159.09314793543726,jute
33.92049484817807,25.20347882565661,29.66861717563898,28.515361669095306,52.650530817964835,5.533002602871481,101.95437498598481,mango
29.86488532395235,135.40903820395448,200.5337444045284,22.648534964966615,93.21514187938651,5.997905925927221,120.41940349110192,apple
40.94411594501943,28.23722729968035,17.02686290818935,19.495113432060844,89.13993281537527,7.723293737750242,104.24785294324272,orange
29.10905531791784,120.66972032521153,198.601973573436,21.780792369162885,92.64404995331144,6.0513525962285994,119.13778166404535,apple
